job,marital,education,default,housing,loan,contact,month,poutcome
technician,married,secondary,yes,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
entrepreneur,divorced,tertiary,no,no,no,cellular,nov,unknown
technician,married,tertiary,no,no,no,cellular,jul,success
entrepreneur,married,secondary,no,no,no,cellular,feb,unknown
entrepreneur,married,secondary,no,no,no,telephone,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,divorced,secondary,no,no,no,unknown,jun,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,yes,no,cellular,feb,success
technician,married,secondary,no,yes,yes,unknown,may,unknown
admin,married,secondary,no,no,no,unknown,jun,unknown
self-employed,single,tertiary,no,no,no,unknown,jun,unknown
retired,married,primary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,yes,no,cellular,may,failure
self-employed,divorced,primary,no,yes,no,telephone,may,unknown
services,married,secondary,no,yes,no,unknown,jun,unknown
retired,divorced,primary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown
technician,divorced,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,yes,yes,unknown,jun,unknown
student,single,tertiary,no,no,no,cellular,nov,unknown
entrepreneur,single,secondary,no,yes,yes,unknown,jun,unknown
admin,married,secondary,no,yes,yes,cellular,may,failure
management,single,tertiary,no,yes,no,cellular,jan,unknown
technician,single,tertiary,no,yes,no,cellular,nov,unknown
services,single,secondary,no,yes,no,cellular,feb,failure
blue-collar,married,primary,no,yes,no,unknown,may,unknown
housemaid,divorced,secondary,no,no,no,unknown,jun,unknown
blue-collar,single,tertiary,no,no,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
blue-collar,married,tertiary,no,no,no,unknown,jun,unknown
blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,may,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
housemaid,married,primary,no,yes,no,cellular,jul,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
admin,single,secondary,no,no,no,unknown,jun,unknown
admin,divorced,secondary,no,no,no,cellular,feb,unknown
retired,married,tertiary,no,no,no,unknown,jun,unknown
retired,married,primary,no,no,no,unknown,may,unknown
entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
management,married,secondary,no,yes,no,cellular,jan,unknown
blue-collar,single,primary,no,yes,no,cellular,apr,unknown
retired,married,primary,no,no,no,telephone,feb,unknown
management,single,tertiary,no,yes,no,telephone,feb,other
blue-collar,single,secondary,yes,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,cellular,apr,unknown
technician,single,secondary,yes,yes,yes,cellular,jul,unknown
admin,married,secondary,no,yes,no,cellular,apr,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
management,divorced,tertiary,no,yes,no,unknown,jun,unknown
services,divorced,secondary,no,no,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,married,tertiary,yes,no,yes,cellular,feb,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,no,no,telephone,jul,unknown
management,single,tertiary,no,yes,no,cellular,aug,unknown
retired,divorced,primary,no,no,no,unknown,jun,unknown
management,divorced,tertiary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,yes,yes,unknown,may,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,married,secondary,yes,no,no,cellular,feb,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
management,divorced,tertiary,no,yes,yes,cellular,may,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
services,divorced,secondary,no,no,no,cellular,jan,unknown
technician,married,secondary,no,yes,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,nov,failure
technician,single,secondary,yes,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
retired,married,primary,no,yes,no,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,apr,other
management,divorced,tertiary,no,yes,no,cellular,apr,failure
admin,married,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,feb,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
housemaid,married,primary,no,no,no,telephone,jul,unknown
entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,may,other
services,single,secondary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
services,married,secondary,no,no,no,cellular,jul,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
management,married,primary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,yes,yes,no,cellular,may,failure
technician,married,secondary,no,no,no,cellular,aug,unknown
services,married,secondary,no,no,no,cellular,mar,unknown
services,single,primary,no,yes,no,telephone,may,failure
management,single,tertiary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
self-employed,married,primary,no,no,no,cellular,nov,unknown
management,divorced,secondary,no,no,yes,unknown,jun,unknown
unemployed,married,primary,no,yes,yes,cellular,may,unknown
technician,married,secondary,no,yes,yes,cellular,jul,unknown
services,single,tertiary,no,yes,no,unknown,jun,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,other
blue-collar,married,unknown,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,yes,cellular,jul,unknown
admin,single,secondary,no,yes,no,cellular,nov,failure
student,single,tertiary,no,yes,no,telephone,apr,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,cellular,apr,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,yes,yes,telephone,nov,unknown
blue-collar,divorced,secondary,no,yes,no,telephone,nov,other
housemaid,married,secondary,no,no,no,unknown,jun,unknown
student,single,secondary,no,no,no,cellular,mar,unknown
management,married,unknown,no,no,no,telephone,jan,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,cellular,apr,unknown
self-employed,married,secondary,no,no,no,cellular,aug,unknown
housemaid,divorced,secondary,no,yes,no,unknown,jun,unknown
management,married,secondary,no,yes,no,cellular,nov,failure
unemployed,married,secondary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,no,no,unknown,jun,unknown
technician,single,secondary,no,no,no,telephone,may,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,yes,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,nov,unknown
unemployed,married,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,yes,cellular,nov,failure
admin,single,secondary,no,yes,no,unknown,jun,unknown
services,single,secondary,no,yes,no,cellular,jul,unknown
technician,married,primary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,cellular,may,failure
services,single,tertiary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,yes,no,cellular,apr,unknown
technician,divorced,secondary,no,no,no,unknown,jun,unknown
retired,married,primary,no,no,no,cellular,apr,failure
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,yes,unknown,may,unknown
technician,married,unknown,no,yes,no,unknown,may,unknown
management,single,secondary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,apr,success
admin,married,secondary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
services,single,secondary,no,yes,no,telephone,may,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
technician,divorced,secondary,no,yes,no,cellular,aug,unknown
self-employed,married,tertiary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,divorced,secondary,no,no,no,cellular,nov,unknown
retired,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,no,yes,cellular,feb,other
admin,single,secondary,no,no,no,telephone,may,failure
admin,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,divorced,primary,no,no,no,cellular,may,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
technician,divorced,secondary,no,yes,no,unknown,may,unknown
technician,divorced,tertiary,no,yes,no,cellular,nov,unknown
technician,married,secondary,no,no,no,unknown,jun,unknown
technician,married,secondary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
retired,married,secondary,no,no,yes,unknown,jul,unknown
admin,married,secondary,no,no,no,unknown,jun,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,jul,unknown
management,single,tertiary,no,yes,no,cellular,aug,unknown
technician,married,unknown,yes,yes,yes,telephone,may,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,unknown,no,no,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,unknown,jun,unknown
student,single,primary,no,no,no,cellular,jul,other
admin,single,secondary,no,yes,yes,cellular,apr,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
housemaid,divorced,secondary,no,no,no,unknown,jun,unknown
technician,married,secondary,no,yes,yes,cellular,nov,unknown
technician,single,tertiary,no,no,no,cellular,aug,unknown
services,divorced,unknown,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,unknown,no,no,no,cellular,jan,other
technician,single,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,yes,cellular,aug,unknown
management,married,tertiary,no,yes,no,unknown,jun,unknown
admin,married,unknown,no,no,no,unknown,may,unknown
management,married,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,yes,cellular,apr,unknown
student,single,unknown,no,no,no,cellular,feb,unknown
management,married,tertiary,no,yes,no,cellular,aug,success
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown
retired,married,tertiary,no,no,no,cellular,jan,success
technician,married,secondary,no,yes,no,cellular,may,unknown
management,married,secondary,no,no,no,unknown,may,unknown
entrepreneur,divorced,secondary,no,no,no,cellular,aug,unknown
unemployed,single,secondary,no,yes,no,cellular,feb,unknown
technician,married,tertiary,no,yes,no,cellular,jul,unknown
management,married,unknown,no,no,no,unknown,jun,unknown
admin,single,tertiary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,yes,no,cellular,nov,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
retired,married,primary,no,no,no,telephone,aug,success
services,single,secondary,no,no,yes,cellular,feb,unknown
blue-collar,single,primary,yes,no,yes,cellular,jul,unknown
management,married,unknown,no,yes,no,unknown,may,unknown
technician,divorced,secondary,yes,yes,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,yes,cellular,aug,unknown
admin,married,secondary,no,yes,no,unknown,jul,unknown
blue-collar,married,secondary,no,no,yes,cellular,jan,unknown
blue-collar,divorced,secondary,no,yes,yes,cellular,apr,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,single,tertiary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,no,unknown,may,unknown
services,single,secondary,no,yes,no,cellular,jul,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
unknown,married,secondary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,cellular,apr,unknown
technician,married,secondary,no,yes,yes,cellular,apr,unknown
blue-collar,married,primary,no,yes,yes,cellular,nov,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,telephone,may,failure
blue-collar,married,primary,no,no,no,unknown,jun,unknown
retired,married,secondary,no,no,no,cellular,oct,success
student,single,secondary,no,no,no,cellular,mar,unknown
blue-collar,married,primary,no,no,yes,cellular,aug,unknown
technician,single,secondary,no,yes,no,cellular,may,failure
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,telephone,jul,unknown
management,married,tertiary,no,no,no,cellular,sep,failure
technician,married,tertiary,no,yes,no,cellular,aug,unknown
services,married,primary,no,yes,no,telephone,jul,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
unemployed,married,secondary,no,yes,no,cellular,nov,unknown
management,single,tertiary,no,yes,yes,cellular,may,unknown
entrepreneur,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
admin,single,tertiary,no,yes,no,cellular,oct,unknown
services,married,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,yes,cellular,jul,unknown
blue-collar,married,unknown,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
housemaid,divorced,secondary,no,no,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
