"['self', 'employed', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'mar', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'dec', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['management', 'single', 'tertiary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'single', 'tertiary', 'yes', 'yes', 'no', 'cellular', 'may', 'failure']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['self', 'employed', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['blue', 'collar', 'single', 'primary', 'no', 'yes', 'no', 'telephone', 'may', 'failure']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'failure']"
"['self', 'employed', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'telephone', 'apr', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'nov', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['student', 'single', 'primary', 'yes', 'no', 'no', 'unknown', 'aug', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'dec', 'other']"
"['blue', 'collar', 'single', 'primary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'telephone', 'dec', 'other']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'sep', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jan', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'success']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'failure']"
"['technician', 'married', 'secondary', 'yes', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['unemployed', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['unemployed', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'feb', 'success']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'oct', 'unknown']"
"['technician', 'married', 'unknown', 'no', 'yes', 'no', 'cellular', 'jan', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'other']"
"['housemaid', 'divorced', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'telephone', 'oct', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'failure']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'success']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['entrepreneur', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'nov', 'failure']"
"['housemaid', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'divorced', 'primary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'other']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'success']"
"['management', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['services', 'single', 'tertiary', 'no', 'no', 'yes', 'telephone', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'aug', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'success']"
"['management', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'yes', 'cellular', 'nov', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'other']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'oct', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['retired', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jan', 'success']"
"['services', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'failure']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'other']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'mar', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'failure']"
"['unemployed', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'failure']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['entrepreneur', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['unemployed', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'apr', 'failure']"
"['unemployed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'mar', 'success']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'dec', 'other']"
"['retired', 'divorced', 'primary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'apr', 'success']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'other']"
"['retired', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['housemaid', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'nov', 'failure']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'other']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'jan', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'jun', 'unknown']"
"['housemaid', 'single', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['entrepreneur', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'jan', 'success']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'success']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'failure']"
"['housemaid', 'divorced', 'primary', 'no', 'no', 'no', 'cellular', 'jul', 'failure']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'divorced', 'unknown', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'telephone', 'feb', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'failure']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'mar', 'failure']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['unemployed', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'single', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'failure']"
"['unknown', 'married', 'unknown', 'no', 'no', 'no', 'telephone', 'nov', 'success']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'success']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'other']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jan', 'failure']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'aug', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'telephone', 'aug', 'other']"
"['unemployed', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'yes', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'sep', 'other']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['admin', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'other']"
"['retired', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'unknown', 'no', 'yes', 'no', 'cellular', 'oct', 'other']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'failure']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'success']"
"['management', 'divorced', 'tertiary', 'yes', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'apr', 'unknown']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['entrepreneur', 'divorced', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'nov', 'unknown']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jan', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'yes', 'unknown', 'feb', 'unknown']"
"['housemaid', 'single', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['entrepreneur', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'jun', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['blue', 'collar', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'primary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'married', 'primary', 'no', 'yes', 'no', 'telephone', 'nov', 'unknown']"
"['entrepreneur', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['services', 'single', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['unemployed', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'failure']"
"['entrepreneur', 'married', 'tertiary', 'yes', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'divorced', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['entrepreneur', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['unemployed', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'failure']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'unknown', 'no', 'yes', 'no', 'cellular', 'oct', 'failure']"
